,label_value,score,sex,age_cat,race
3283,1,4,Male,Less than 25,Caucasian
3284,1,4,Female,25 - 45,African-American
3285,1,4,Male,25 - 45,African-American
3286,0,1,Male,25 - 45,African-American
3287,0,5,Male,25 - 45,Caucasian
3288,0,9,Female,Less than 25,Caucasian
3289,1,7,Male,Greater than 45,African-American
3290,1,9,Male,Less than 25,Caucasian
3291,0,10,Female,25 - 45,Caucasian
3292,0,7,Female,Less than 25,African-American
3293,0,2,Male,25 - 45,African-American
3294,1,5,Female,25 - 45,African-American
3295,0,2,Female,25 - 45,Caucasian
3296,0,4,Male,Less than 25,African-American
3297,0,3,Male,25 - 45,Caucasian
3298,0,4,Male,25 - 45,Caucasian
3299,1,7,Male,Less than 25,African-American
3300,0,4,Male,Less than 25,African-American
3301,0,1,Female,Greater than 45,African-American
3302,1,10,Male,Less than 25,African-American
3303,1,5,Male,Less than 25,African-American
3304,1,4,Female,Less than 25,African-American
3305,1,6,Female,25 - 45,Caucasian
3306,1,5,Female,Less than 25,African-American
3307,1,2,Male,25 - 45,Caucasian
3308,0,4,Male,25 - 45,Caucasian
3309,1,6,Male,Less than 25,Other
3310,1,6,Female,Less than 25,African-American
3311,0,7,Male,25 - 45,Caucasian
3312,1,10,Male,Less than 25,African-American
3313,0,2,Male,25 - 45,African-American
3314,0,2,Male,Greater than 45,African-American
3315,1,1,Male,25 - 45,African-American
3316,1,10,Male,25 - 45,African-American
3317,0,7,Male,25 - 45,African-American
3318,0,2,Male,25 - 45,Caucasian
3319,1,10,Male,Less than 25,Hispanic
3320,0,4,Female,25 - 45,African-American
3321,0,1,Male,Greater than 45,Caucasian
3322,1,6,Female,25 - 45,Caucasian
3323,0,5,Female,Less than 25,African-American
3324,0,4,Female,25 - 45,African-American
3325,1,9,Male,25 - 45,African-American
3326,0,3,Male,Greater than 45,African-American
3327,1,4,Female,25 - 45,Caucasian
3328,1,5,Male,25 - 45,African-American
3329,0,9,Male,25 - 45,Hispanic
3330,1,5,Male,25 - 45,Caucasian
3331,1,10,Male,25 - 45,African-American
3332,0,1,Male,Greater than 45,Caucasian
3333,0,3,Male,25 - 45,African-American
3334,1,7,Male,25 - 45,African-American
3335,1,4,Male,Less than 25,African-American
3336,1,7,Male,Greater than 45,Caucasian
3337,1,7,Male,25 - 45,African-American
3338,1,9,Male,Less than 25,African-American
3339,1,7,Male,25 - 45,Native American
3340,1,9,Male,25 - 45,African-American
3341,0,1,Female,Greater than 45,African-American
3342,0,2,Male,25 - 45,African-American
3343,1,8,Male,Less than 25,African-American
3344,1,3,Male,25 - 45,African-American
3345,0,4,Male,25 - 45,African-American
3346,0,4,Female,25 - 45,Caucasian
3347,0,2,Male,25 - 45,Hispanic
3348,0,1,Male,25 - 45,African-American
3349,1,5,Male,Less than 25,African-American
3350,0,7,Male,25 - 45,African-American
3351,1,1,Male,25 - 45,African-American
3352,1,9,Male,25 - 45,Caucasian
3353,1,5,Male,25 - 45,Hispanic
3354,1,1,Female,25 - 45,African-American
3355,1,7,Male,Less than 25,Caucasian
3356,1,1,Male,25 - 45,African-American
3357,1,6,Male,Greater than 45,African-American
3358,0,3,Female,Greater than 45,African-American
3359,0,6,Female,Less than 25,Caucasian
3360,1,4,Male,25 - 45,African-American
3361,1,5,Male,Less than 25,Other
3362,1,3,Male,25 - 45,Caucasian
3363,1,8,Male,25 - 45,African-American
3364,0,1,Male,25 - 45,African-American
3365,0,2,Female,Greater than 45,Caucasian
3366,1,10,Male,25 - 45,African-American
3367,1,8,Male,25 - 45,African-American
3368,1,10,Male,25 - 45,African-American
3369,1,10,Male,25 - 45,African-American
3370,0,1,Male,Greater than 45,African-American
3371,0,7,Male,25 - 45,African-American
3372,0,9,Female,25 - 45,African-American
3373,0,3,Female,25 - 45,Caucasian
3374,1,7,Male,25 - 45,Hispanic
3375,0,9,Male,25 - 45,Caucasian
3376,0,8,Male,25 - 45,Caucasian
3377,1,10,Male,Less than 25,African-American
3378,1,2,Male,Less than 25,Other
3379,0,1,Male,25 - 45,Caucasian
3380,0,7,Male,25 - 45,African-American
3381,1,3,Female,25 - 45,African-American
3382,0,2,Male,25 - 45,African-American
3383,0,2,Male,25 - 45,African-American
3384,1,1,Male,25 - 45,Hispanic
3385,0,5,Female,25 - 45,African-American
3386,1,8,Male,25 - 45,African-American
3387,0,2,Female,25 - 45,Other
3388,0,1,Male,Greater than 45,Caucasian
3389,0,1,Male,Greater than 45,Caucasian
3390,0,4,Male,Less than 25,African-American
3391,0,4,Male,25 - 45,African-American
3392,0,8,Male,Greater than 45,African-American
3393,0,2,Male,Greater than 45,Caucasian
3394,1,7,Male,25 - 45,African-American
3395,0,4,Female,25 - 45,Caucasian
3396,1,2,Male,25 - 45,Other
3397,1,8,Male,Less than 25,Other
3398,1,4,Male,Greater than 45,African-American
3399,1,6,Female,25 - 45,African-American
3400,0,1,Male,Greater than 45,African-American
3401,0,4,Male,25 - 45,Hispanic
3402,1,3,Male,Greater than 45,African-American
3403,0,4,Male,25 - 45,Caucasian
3404,1,4,Male,Less than 25,African-American
3405,1,7,Male,Less than 25,African-American
3406,0,8,Female,25 - 45,African-American
3407,0,9,Male,Less than 25,Caucasian
3408,1,8,Female,25 - 45,Caucasian
3409,1,6,Male,25 - 45,African-American
3410,0,3,Male,25 - 45,Caucasian
3411,0,3,Male,25 - 45,Hispanic
3412,0,2,Male,25 - 45,Hispanic
3413,0,2,Male,25 - 45,Caucasian
3414,1,1,Male,25 - 45,African-American
3415,1,1,Male,25 - 45,African-American
3416,0,3,Male,Greater than 45,Caucasian
3417,1,5,Female,Greater than 45,Caucasian
3418,1,3,Male,Less than 25,African-American
3419,1,5,Female,Less than 25,African-American
3420,1,8,Male,25 - 45,African-American
3421,1,7,Male,Less than 25,African-American
3422,0,10,Male,25 - 45,African-American
3423,0,8,Male,Greater than 45,African-American
3424,1,2,Male,25 - 45,Hispanic
3425,1,7,Male,Less than 25,Caucasian
3426,0,10,Male,25 - 45,African-American
3427,1,9,Male,Less than 25,African-American
3428,0,1,Male,25 - 45,Caucasian
3429,0,1,Female,Greater than 45,Caucasian
3430,1,6,Male,Less than 25,African-American
3431,0,9,Male,25 - 45,African-American
3432,0,4,Male,25 - 45,African-American
3433,0,3,Male,Less than 25,Caucasian
3434,0,2,Male,25 - 45,Other
3435,1,7,Male,25 - 45,Caucasian
3436,0,1,Female,25 - 45,African-American
3437,0,3,Male,Greater than 45,Caucasian
3438,1,5,Male,Greater than 45,Hispanic
3439,0,3,Male,25 - 45,African-American
3440,1,1,Male,25 - 45,Caucasian
3441,0,1,Female,Greater than 45,Caucasian
3442,1,10,Male,Less than 25,African-American
3443,0,7,Male,Less than 25,Other
3444,1,8,Male,Less than 25,African-American
3445,0,3,Male,Greater than 45,Caucasian
3446,0,4,Male,25 - 45,African-American
3447,1,4,Female,25 - 45,Caucasian
3448,0,1,Male,25 - 45,Caucasian
3449,1,9,Male,Less than 25,African-American
3450,0,10,Male,25 - 45,African-American
3451,0,1,Male,Greater than 45,Caucasian
3452,1,8,Male,Less than 25,Caucasian
3453,1,4,Male,Less than 25,Other
3454,1,5,Male,25 - 45,Caucasian
3455,0,3,Male,Less than 25,Hispanic
3456,1,9,Male,25 - 45,Caucasian
3457,0,2,Male,25 - 45,Other
3458,1,4,Male,Greater than 45,Caucasian
3459,1,5,Male,25 - 45,African-American
3460,0,1,Male,Greater than 45,Caucasian
3461,0,7,Female,25 - 45,African-American
3462,0,4,Male,25 - 45,African-American
3463,1,4,Male,25 - 45,African-American
3464,1,8,Female,25 - 45,African-American
3465,0,4,Male,25 - 45,Caucasian
3466,1,6,Male,25 - 45,African-American
3467,0,4,Male,25 - 45,African-American
3468,0,2,Male,25 - 45,Other
3469,0,4,Female,25 - 45,Caucasian
3470,1,5,Male,25 - 45,Caucasian
3471,1,1,Male,25 - 45,Caucasian
3472,0,2,Male,25 - 45,African-American
3473,0,1,Male,25 - 45,Hispanic
3474,1,3,Male,25 - 45,African-American
3475,1,3,Male,Greater than 45,Hispanic
3476,1,7,Female,Less than 25,Caucasian
3477,0,1,Male,Greater than 45,Caucasian
3478,0,1,Male,25 - 45,African-American
3479,1,1,Male,Greater than 45,Caucasian
3480,1,4,Male,25 - 45,Caucasian
3481,1,1,Male,25 - 45,Caucasian
3482,1,1,Male,25 - 45,African-American
3483,0,1,Male,25 - 45,African-American
3484,0,3,Male,25 - 45,Caucasian
3485,0,3,Male,Less than 25,African-American
3486,0,7,Male,25 - 45,African-American
3487,0,2,Male,Greater than 45,Caucasian
3488,1,2,Male,Greater than 45,African-American
3489,1,6,Male,Greater than 45,Caucasian
3490,1,1,Male,25 - 45,Caucasian
3491,0,5,Male,Greater than 45,Caucasian
3492,0,1,Male,25 - 45,Caucasian
3493,0,7,Male,25 - 45,African-American
3494,0,6,Male,25 - 45,African-American
3495,1,1,Female,25 - 45,African-American
3496,1,10,Male,Less than 25,Caucasian
3497,1,10,Female,25 - 45,Caucasian
3498,0,5,Male,Less than 25,Caucasian
3499,1,2,Male,Less than 25,African-American
3500,1,9,Male,Less than 25,African-American
3501,0,1,Male,Greater than 45,Hispanic
3502,1,3,Male,25 - 45,African-American
3503,0,2,Male,Greater than 45,Caucasian
3504,0,2,Male,25 - 45,African-American
3505,0,5,Female,25 - 45,Caucasian
3506,0,1,Male,Greater than 45,Caucasian
3507,1,9,Male,Greater than 45,Caucasian
3508,1,1,Male,25 - 45,African-American
3509,0,1,Male,Greater than 45,African-American
3510,0,2,Male,Less than 25,African-American
3511,1,6,Female,25 - 45,Caucasian
3512,0,2,Female,25 - 45,African-American
3513,0,3,Male,Less than 25,Hispanic
3514,1,2,Male,Less than 25,Other
3515,0,6,Male,Greater than 45,African-American
3516,0,8,Male,25 - 45,African-American
3517,1,8,Male,25 - 45,African-American
3518,0,1,Male,25 - 45,African-American
3519,0,1,Male,25 - 45,Other
3520,1,9,Female,Less than 25,African-American
3521,0,1,Female,25 - 45,Caucasian
3522,1,1,Male,25 - 45,African-American
3523,1,8,Male,25 - 45,Caucasian
3524,0,8,Male,Less than 25,African-American
3525,1,9,Male,Less than 25,African-American
3526,0,4,Female,25 - 45,Caucasian
3527,0,4,Male,Greater than 45,African-American
3528,0,2,Male,Greater than 45,Caucasian
3529,1,7,Male,25 - 45,African-American
3530,0,8,Male,Less than 25,African-American
3531,0,1,Male,Greater than 45,Caucasian
3532,0,7,Male,25 - 45,African-American
3533,1,10,Female,Less than 25,African-American
3534,1,10,Male,25 - 45,African-American
3535,0,5,Female,25 - 45,African-American
3536,0,5,Male,25 - 45,African-American
3537,0,3,Male,25 - 45,Hispanic
3538,0,1,Female,25 - 45,Other
3539,1,6,Male,Less than 25,African-American
3540,1,4,Male,25 - 45,Caucasian
3541,0,4,Male,25 - 45,African-American
3542,0,1,Male,25 - 45,Caucasian
3543,0,2,Male,25 - 45,African-American
3544,1,4,Male,Less than 25,African-American
3545,0,1,Male,Greater than 45,Caucasian
3546,1,9,Female,25 - 45,African-American
3547,0,10,Male,25 - 45,Caucasian
3548,0,3,Female,25 - 45,African-American
3549,1,4,Male,25 - 45,Caucasian
3550,1,10,Male,25 - 45,African-American
3551,1,5,Male,Less than 25,African-American
3552,1,2,Female,25 - 45,Caucasian
3553,1,1,Male,Greater than 45,Caucasian
3554,1,8,Female,Less than 25,African-American
3555,1,5,Male,Greater than 45,African-American
3556,1,8,Male,Less than 25,Other
3557,0,2,Female,Greater than 45,Caucasian
3558,1,10,Male,Less than 25,African-American
3559,1,4,Male,25 - 45,Other
3560,1,6,Female,25 - 45,African-American
3561,0,4,Male,Greater than 45,African-American
3562,1,9,Male,25 - 45,African-American
3563,0,9,Male,25 - 45,African-American
3564,1,3,Female,25 - 45,Caucasian
3565,1,10,Male,25 - 45,African-American
3566,0,6,Male,Greater than 45,African-American
3567,1,10,Male,25 - 45,African-American
3568,0,2,Male,25 - 45,Caucasian
3569,0,3,Male,25 - 45,Caucasian
3570,0,1,Female,25 - 45,Caucasian
3571,1,9,Female,Less than 25,African-American
3572,1,4,Female,25 - 45,Caucasian
3573,0,2,Female,25 - 45,Caucasian
3574,1,9,Male,25 - 45,African-American
3575,1,3,Male,Less than 25,African-American
3576,0,1,Male,Greater than 45,African-American
3577,1,9,Male,25 - 45,African-American
3578,0,2,Male,25 - 45,African-American
3579,1,4,Male,Less than 25,African-American
3580,1,10,Female,Less than 25,African-American
3581,1,2,Female,25 - 45,Caucasian
3582,0,2,Male,Less than 25,African-American
3583,0,5,Male,25 - 45,African-American
3584,0,2,Male,25 - 45,African-American
3585,1,2,Male,Less than 25,Other
3586,0,2,Male,25 - 45,Caucasian
3587,0,9,Male,Less than 25,African-American
3588,1,5,Male,25 - 45,Other
3589,0,2,Male,25 - 45,Caucasian
3590,0,2,Male,Greater than 45,Caucasian
3591,1,8,Male,Less than 25,African-American
3592,0,3,Male,25 - 45,African-American
3593,1,8,Male,Less than 25,African-American
3594,0,4,Male,Less than 25,Caucasian
3595,0,9,Male,25 - 45,Caucasian
3596,1,1,Male,Greater than 45,Hispanic
3597,0,3,Male,Greater than 45,African-American
3598,0,5,Female,Less than 25,African-American
3599,0,1,Male,25 - 45,Hispanic
3600,0,4,Male,Greater than 45,Caucasian
3601,1,5,Male,25 - 45,African-American
3602,1,4,Male,Less than 25,African-American
3603,0,1,Male,Greater than 45,African-American
3604,1,5,Male,Less than 25,Caucasian
3605,0,2,Male,25 - 45,Other
3606,0,4,Male,25 - 45,African-American
3607,0,6,Female,25 - 45,Caucasian
3608,0,1,Male,Greater than 45,Hispanic
3609,0,1,Male,Greater than 45,Other
3610,0,1,Male,Greater than 45,African-American
3611,0,4,Male,25 - 45,Other
3612,0,1,Male,25 - 45,Caucasian
3613,0,1,Male,25 - 45,African-American
3614,0,1,Male,Greater than 45,Caucasian
3615,0,6,Female,25 - 45,Other
3616,0,4,Male,25 - 45,African-American
3617,1,6,Male,25 - 45,Caucasian
3618,0,6,Female,25 - 45,Caucasian
3619,0,1,Male,25 - 45,African-American
3620,1,9,Male,Less than 25,Caucasian
3621,1,1,Female,25 - 45,Hispanic
3622,0,2,Male,25 - 45,Hispanic
3623,1,6,Male,Less than 25,Caucasian
3624,0,9,Male,Greater than 45,African-American
3625,1,8,Female,Less than 25,African-American
3626,1,8,Male,25 - 45,African-American
3627,0,2,Female,25 - 45,African-American
3628,1,3,Male,Greater than 45,Caucasian
3629,0,4,Female,Less than 25,African-American
3630,1,8,Male,25 - 45,Caucasian
3631,0,1,Male,Greater than 45,Caucasian
3632,1,3,Female,25 - 45,Hispanic
3633,1,10,Male,Less than 25,African-American
3634,0,6,Male,25 - 45,African-American
3635,1,9,Male,Greater than 45,African-American
3636,0,3,Male,Less than 25,Caucasian
3637,0,8,Male,25 - 45,African-American
3638,1,8,Male,Greater than 45,African-American
3639,1,4,Male,Greater than 45,African-American
3640,0,3,Male,25 - 45,Caucasian
3641,0,1,Male,Greater than 45,Hispanic
3642,0,1,Male,25 - 45,African-American
3643,1,6,Male,25 - 45,Caucasian
3644,1,4,Male,25 - 45,African-American
3645,0,2,Female,25 - 45,African-American
3646,0,10,Male,Greater than 45,African-American
3647,0,1,Male,Greater than 45,Other
3648,0,5,Female,25 - 45,African-American
3649,0,7,Female,25 - 45,Caucasian
3650,1,7,Male,25 - 45,African-American
3651,1,7,Female,25 - 45,African-American
3652,1,8,Male,25 - 45,Native American
3653,1,10,Male,Less than 25,African-American
3654,0,9,Male,25 - 45,African-American
3655,1,7,Male,25 - 45,African-American
3656,0,7,Male,Greater than 45,African-American
3657,0,1,Male,25 - 45,African-American
3658,1,8,Male,25 - 45,African-American
3659,0,3,Female,25 - 45,Caucasian
3660,1,7,Male,25 - 45,African-American
3661,1,5,Male,25 - 45,Caucasian
3662,1,4,Male,25 - 45,Caucasian
3663,1,10,Male,Less than 25,Caucasian
3664,0,6,Male,25 - 45,Caucasian
3665,0,5,Male,25 - 45,Hispanic
3666,0,6,Female,25 - 45,Caucasian
3667,1,5,Male,25 - 45,African-American
3668,0,1,Male,Greater than 45,Caucasian
3669,1,5,Female,25 - 45,Caucasian
3670,0,5,Male,25 - 45,African-American
3671,0,1,Male,25 - 45,African-American
3672,0,3,Male,25 - 45,Caucasian
3673,1,6,Male,Greater than 45,African-American
3674,1,5,Male,25 - 45,Other
3675,0,5,Male,Greater than 45,African-American
3676,1,2,Male,Greater than 45,Caucasian
3677,1,8,Male,25 - 45,African-American
3678,0,1,Male,Greater than 45,Caucasian
3679,0,1,Male,Greater than 45,Caucasian
3680,1,9,Male,25 - 45,African-American
3681,0,4,Male,Greater than 45,Caucasian
3682,1,6,Male,25 - 45,Caucasian
3683,1,8,Male,25 - 45,African-American
3684,0,1,Male,25 - 45,Caucasian
3685,0,9,Male,25 - 45,Hispanic
3686,1,4,Female,25 - 45,Caucasian
3687,0,2,Male,25 - 45,African-American
3688,0,1,Male,25 - 45,Caucasian
3689,0,1,Female,Greater than 45,Caucasian
3690,0,1,Male,Greater than 45,Other
3691,0,1,Male,25 - 45,Hispanic
3692,1,1,Male,25 - 45,Caucasian
3693,1,1,Male,25 - 45,Hispanic
3694,1,6,Male,Less than 25,African-American
3695,1,1,Female,25 - 45,African-American
3696,0,3,Female,25 - 45,Caucasian
3697,0,4,Male,25 - 45,African-American
3698,0,5,Male,25 - 45,Caucasian
3699,1,2,Female,25 - 45,African-American
3700,0,5,Male,25 - 45,African-American
3701,0,3,Female,25 - 45,Caucasian
3702,1,9,Male,25 - 45,African-American
3703,1,6,Male,Less than 25,African-American
3704,0,5,Female,25 - 45,Caucasian
3705,0,5,Male,25 - 45,Caucasian
3706,0,2,Female,25 - 45,African-American
3707,0,3,Female,Greater than 45,Caucasian
3708,0,4,Male,25 - 45,Caucasian
3709,1,6,Male,25 - 45,Hispanic
3710,0,7,Male,25 - 45,African-American
3711,1,8,Male,25 - 45,African-American
3712,1,8,Male,Less than 25,Caucasian
3713,1,6,Male,25 - 45,Caucasian
3714,0,1,Male,25 - 45,Other
3715,1,6,Male,25 - 45,African-American
3716,1,3,Male,Greater than 45,Caucasian
3717,0,7,Female,Less than 25,Caucasian
3718,1,4,Male,Greater than 45,Caucasian
3719,1,9,Male,25 - 45,African-American
3720,1,5,Male,25 - 45,African-American
3721,1,8,Male,25 - 45,African-American
3722,0,3,Male,Less than 25,African-American
3723,0,5,Male,25 - 45,Hispanic
3724,0,1,Female,Greater than 45,Caucasian
3725,1,8,Male,25 - 45,Caucasian
3726,0,4,Male,Less than 25,Caucasian
3727,0,3,Male,25 - 45,Caucasian
3728,1,1,Male,25 - 45,Caucasian
3729,1,7,Male,25 - 45,African-American
3730,0,1,Female,Greater than 45,Caucasian
3731,1,5,Male,25 - 45,Caucasian
3732,0,3,Female,Less than 25,African-American
3733,0,1,Male,25 - 45,Hispanic
3734,0,1,Female,25 - 45,Hispanic
3735,1,3,Female,25 - 45,Caucasian
3736,1,4,Male,Less than 25,Hispanic
3737,0,1,Male,Greater than 45,Hispanic
3738,0,4,Male,Greater than 45,African-American
3739,1,9,Male,Greater than 45,Caucasian
3740,1,2,Male,25 - 45,Other
3741,0,1,Male,25 - 45,African-American
3742,1,1,Male,25 - 45,African-American
3743,0,7,Male,Less than 25,African-American
3744,0,4,Male,Greater than 45,African-American
3745,1,6,Male,Less than 25,African-American
3746,0,4,Male,Greater than 45,Caucasian
3747,1,3,Male,Less than 25,African-American
3748,1,1,Female,Greater than 45,Caucasian
3749,0,5,Male,25 - 45,African-American
3750,0,2,Female,25 - 45,African-American
3751,1,7,Male,Less than 25,Caucasian
3752,1,10,Female,25 - 45,African-American
3753,1,6,Male,25 - 45,Caucasian
3754,1,6,Female,25 - 45,Caucasian
3755,0,3,Male,Less than 25,African-American
3756,1,1,Male,25 - 45,African-American
3757,0,1,Female,Greater than 45,Caucasian
3758,0,3,Male,Greater than 45,African-American
3759,1,2,Female,25 - 45,African-American
3760,1,7,Male,25 - 45,African-American
3761,0,2,Male,25 - 45,Caucasian
3762,0,2,Male,25 - 45,African-American
3763,0,1,Male,Greater than 45,Caucasian
3764,0,3,Male,25 - 45,African-American
3765,1,6,Male,Less than 25,African-American
3766,0,3,Male,25 - 45,Asian
3767,1,6,Male,Greater than 45,African-American
3768,0,4,Male,25 - 45,Caucasian
3769,1,4,Male,25 - 45,African-American
3770,0,1,Male,Greater than 45,Caucasian
3771,0,6,Male,25 - 45,African-American
3772,0,2,Male,25 - 45,African-American
3773,0,8,Male,25 - 45,African-American
3774,0,1,Male,25 - 45,Caucasian
3775,0,3,Male,25 - 45,Caucasian
3776,1,1,Female,25 - 45,Caucasian
3777,0,2,Male,25 - 45,Hispanic
3778,0,9,Male,Greater than 45,African-American
3779,0,5,Male,Greater than 45,African-American
3780,0,1,Female,25 - 45,African-American
3781,1,7,Male,25 - 45,Caucasian
3782,0,4,Male,25 - 45,African-American
3783,0,1,Male,Greater than 45,Caucasian
3784,0,3,Male,25 - 45,Caucasian
3785,1,8,Female,Less than 25,Hispanic
3786,1,6,Female,25 - 45,African-American
3787,1,4,Female,25 - 45,Hispanic
3788,1,5,Male,25 - 45,Caucasian
3789,0,1,Male,25 - 45,African-American
3790,0,1,Male,Greater than 45,Caucasian
3791,0,1,Female,Greater than 45,Hispanic
3792,0,5,Male,25 - 45,Other
3793,1,4,Male,25 - 45,Caucasian
3794,1,3,Female,25 - 45,African-American
3795,0,3,Female,25 - 45,Caucasian
3796,0,6,Male,Greater than 45,Hispanic
3797,1,7,Male,Less than 25,Hispanic
3798,0,3,Male,25 - 45,African-American
3799,1,3,Male,Greater than 45,Caucasian
3800,1,8,Male,Less than 25,African-American
3801,1,2,Male,25 - 45,Caucasian
3802,1,7,Male,25 - 45,African-American
3803,0,7,Male,Greater than 45,African-American
3804,1,5,Male,25 - 45,African-American
3805,1,7,Male,Less than 25,African-American
3806,0,4,Male,Greater than 45,African-American
3807,1,1,Male,25 - 45,African-American
3808,1,8,Male,25 - 45,Caucasian
3809,1,7,Male,25 - 45,African-American
3810,1,5,Male,25 - 45,Caucasian
3811,0,5,Male,Less than 25,African-American
3812,1,7,Male,Less than 25,Caucasian
3813,0,5,Male,25 - 45,Caucasian
3814,0,2,Female,25 - 45,African-American
3815,1,9,Male,Less than 25,African-American
3816,0,1,Male,Greater than 45,Caucasian
3817,1,4,Male,Less than 25,African-American
3818,1,8,Male,25 - 45,African-American
3819,0,4,Male,25 - 45,Caucasian
3820,0,2,Male,Less than 25,African-American
3821,0,1,Male,Greater than 45,Caucasian
3822,0,1,Male,Greater than 45,Caucasian
3823,1,4,Male,Greater than 45,Caucasian
3824,1,4,Male,Less than 25,African-American
3825,0,2,Female,25 - 45,Caucasian
3826,1,1,Male,25 - 45,Caucasian
3827,0,6,Male,25 - 45,Caucasian
3828,1,10,Male,25 - 45,African-American
3829,0,2,Male,25 - 45,Hispanic
3830,0,5,Male,25 - 45,African-American
3831,0,6,Male,25 - 45,African-American
3832,1,3,Female,25 - 45,Caucasian
3833,1,6,Male,25 - 45,Caucasian
3834,0,1,Female,Greater than 45,African-American
3835,1,4,Male,25 - 45,African-American
3836,0,3,Male,25 - 45,African-American
3837,1,9,Male,25 - 45,African-American
3838,0,7,Male,Less than 25,African-American
3839,0,2,Male,25 - 45,Caucasian
3840,1,7,Female,25 - 45,Caucasian
3841,1,1,Male,Greater than 45,African-American
3842,1,5,Male,25 - 45,Hispanic
3843,1,5,Male,25 - 45,African-American
3844,0,2,Male,25 - 45,Other
3845,0,6,Male,25 - 45,Caucasian
3846,0,2,Male,Greater than 45,Caucasian
3847,1,8,Male,25 - 45,African-American
3848,1,4,Male,Less than 25,African-American
3849,0,9,Male,25 - 45,African-American
3850,1,7,Female,25 - 45,Other
3851,0,2,Male,25 - 45,African-American
3852,0,5,Male,25 - 45,African-American
3853,1,2,Male,25 - 45,African-American
3854,1,7,Female,25 - 45,Caucasian
3855,1,3,Male,Greater than 45,Caucasian
3856,0,1,Male,Greater than 45,Caucasian
3857,1,7,Male,Less than 25,African-American
3858,1,1,Female,Greater than 45,African-American
3859,1,2,Male,25 - 45,African-American
3860,0,1,Male,25 - 45,Caucasian
3861,1,5,Female,Less than 25,African-American
3862,0,4,Male,Less than 25,Caucasian
3863,0,2,Male,25 - 45,Caucasian
3864,0,2,Male,Less than 25,Caucasian
3865,0,1,Male,25 - 45,African-American
3866,0,5,Male,25 - 45,Caucasian
3867,1,7,Male,Less than 25,Hispanic
3868,1,8,Male,Less than 25,African-American
3869,1,8,Male,25 - 45,African-American
3870,1,3,Male,Greater than 45,Caucasian
3871,0,6,Female,25 - 45,African-American
3872,0,9,Male,25 - 45,African-American
3873,1,2,Male,25 - 45,Caucasian
3874,0,1,Male,25 - 45,Hispanic
3875,0,3,Male,25 - 45,African-American
3876,1,9,Male,Less than 25,Caucasian
3877,1,9,Male,25 - 45,African-American
3878,1,4,Male,25 - 45,African-American
3879,1,7,Male,25 - 45,African-American
3880,1,3,Male,Greater than 45,Caucasian
3881,0,2,Male,25 - 45,Caucasian
3882,1,3,Male,25 - 45,African-American
3883,0,1,Male,Greater than 45,African-American
3884,0,1,Male,Greater than 45,Caucasian
3885,1,2,Male,25 - 45,Caucasian
3886,1,8,Female,25 - 45,Caucasian
3887,0,7,Female,25 - 45,Caucasian
3888,1,8,Male,25 - 45,Caucasian
3889,1,2,Male,Greater than 45,African-American
3890,1,3,Male,25 - 45,African-American
3891,1,4,Male,Less than 25,African-American
3892,1,2,Male,25 - 45,African-American
3893,1,3,Male,25 - 45,African-American
3894,0,1,Male,Greater than 45,Caucasian
3895,1,7,Male,25 - 45,Caucasian
3896,0,1,Male,25 - 45,Other
3897,0,2,Male,Less than 25,Hispanic
3898,0,1,Male,25 - 45,Caucasian
3899,0,1,Male,Greater than 45,Caucasian
3900,0,2,Female,25 - 45,Hispanic
3901,0,9,Male,25 - 45,African-American
3902,0,2,Male,Greater than 45,Hispanic
3903,0,1,Male,Greater than 45,Hispanic
3904,0,6,Male,25 - 45,Caucasian
3905,1,9,Male,25 - 45,Other
3906,1,7,Male,Less than 25,African-American
3907,0,1,Male,Greater than 45,Caucasian
3908,1,3,Male,Less than 25,Caucasian
3909,0,3,Female,Less than 25,African-American
3910,1,8,Female,Less than 25,Caucasian
3911,1,10,Female,25 - 45,African-American
3912,1,4,Male,Greater than 45,Caucasian
3913,1,3,Male,25 - 45,Caucasian
3914,0,1,Male,25 - 45,Caucasian
3915,0,2,Male,Greater than 45,Caucasian
3916,1,1,Male,Greater than 45,Caucasian
3917,0,6,Male,Less than 25,African-American
3918,0,1,Male,Greater than 45,Caucasian
3919,1,1,Male,25 - 45,Caucasian
3920,1,10,Male,Less than 25,African-American
3921,0,8,Male,25 - 45,African-American
3922,1,1,Female,25 - 45,Caucasian
3923,1,4,Male,25 - 45,African-American
3924,0,2,Male,25 - 45,African-American
3925,0,1,Male,Greater than 45,Caucasian
3926,1,6,Male,25 - 45,Caucasian
3927,0,3,Female,Less than 25,Caucasian
3928,0,1,Female,25 - 45,Caucasian
3929,1,8,Male,Less than 25,Hispanic
3930,0,3,Male,Less than 25,African-American
3931,0,2,Male,Greater than 45,Caucasian
3932,1,8,Female,Less than 25,African-American
3933,0,6,Male,25 - 45,Caucasian
3934,1,8,Male,25 - 45,African-American
3935,0,6,Male,Less than 25,Caucasian
3936,1,5,Female,Less than 25,African-American
3937,1,10,Male,25 - 45,African-American
3938,0,2,Female,25 - 45,African-American
3939,0,1,Male,25 - 45,Other
3940,0,7,Male,25 - 45,Caucasian
3941,0,6,Female,25 - 45,African-American
3942,0,2,Male,25 - 45,African-American
3943,0,1,Male,Greater than 45,Caucasian
3944,0,7,Male,Less than 25,Caucasian
3945,0,2,Male,25 - 45,Caucasian
3946,1,8,Male,25 - 45,Caucasian
